number,value,params,datetime_start,datetime_complete
0,0.4913643611764256,"{'model': 'cnn', 'batch_size': 64, 'image_input_size': 12, 'transform': 'GAF'}",2024-01-09 08:28:32.309799,2024-01-09 09:47:43.659393
1,0.4817007849300965,"{'model': 'efficientnet', 'batch_size': 64, 'image_input_size': 6, 'transform': 'GAF'}",2024-01-09 09:47:43.660428,2024-01-09 12:51:33.578047
2,0.6555886243628153,"{'model': 'cnn', 'batch_size': 128, 'image_input_size': 6, 'transform': 'MTF'}",2024-01-09 12:51:33.579072,2024-01-09 13:05:19.467121
3,0.6556578045711832,"{'model': 'resnet', 'batch_size': 128, 'image_input_size': 18, 'transform': 'MTF'}",2024-01-09 13:05:19.468077,2024-01-09 13:26:44.394402
4,0.5143438370738365,"{'model': 'efficientnet', 'batch_size': 16, 'image_input_size': 12, 'transform': 'GAF'}",2024-01-09 13:26:44.395391,2024-01-10 02:09:41.779377
5,0.5143438370738365,"{'model': 'efficientnet', 'batch_size': 16, 'image_input_size': 12, 'transform': 'GAF'}",2024-01-10 02:09:41.780501,2024-01-10 14:28:42.828643
6,0.4347978293326437,"{'model': 'efficientnet', 'batch_size': 128, 'image_input_size': 12, 'transform': 'GAF'}",2024-01-10 14:28:42.829807,2024-01-10 16:08:55.073353
7,0.6556468859896974,"{'model': 'resnet', 'batch_size': 64, 'image_input_size': 12, 'transform': 'MTF'}",2024-01-10 16:08:55.074529,2024-01-10 16:52:59.590050
8,0.6555113708798255,"{'model': 'cnn', 'batch_size': 32, 'image_input_size': 18, 'transform': 'MTF'}",2024-01-10 16:52:59.591130,2024-01-10 17:39:41.984441
9,0.6558147977982416,"{'model': 'resnet', 'batch_size': 16, 'image_input_size': 6, 'transform': 'MTF'}",2024-01-10 17:39:41.985389,2024-01-10 20:05:41.685348
10,0.39445881681929595,"{'model': 'resnet', 'batch_size': 64, 'image_input_size': 18, 'transform': 'GAF'}",2024-01-10 20:05:41.686364,2024-01-10 22:14:21.462853
11,0.49511625506104023,"{'model': 'cnn', 'batch_size': 32, 'image_input_size': 12, 'transform': 'GAF'}",2024-01-10 22:14:21.463856,2024-01-10 23:50:42.856957
12,0.463390066176166,"{'model': 'efficientnet', 'batch_size': 64, 'image_input_size': 12, 'transform': 'GAF'}",2024-01-10 23:50:42.857932,2024-01-11 03:02:09.974547
13,0.5232443024555868,"{'model': 'efficientnet', 'batch_size': 16, 'image_input_size': 6, 'transform': 'GAF'}",2024-01-11 03:02:09.975570,2024-01-11 16:58:04.954040
14,0.42638056997886353,"{'model': 'efficientnet', 'batch_size': 128, 'image_input_size': 18, 'transform': 'GAF'}",2024-01-11 16:58:04.955039,2024-01-11 18:46:46.682940
15,0.6557240605365158,"{'model': 'efficientnet', 'batch_size': 32, 'image_input_size': 24, 'transform': 'MTF'}",2024-01-11 18:46:46.684077,2024-01-11 20:59:58.506429
16,0.6557334228803828,"{'model': 'resnet', 'batch_size': 64, 'image_input_size': 24, 'transform': 'MTF'}",2024-01-11 20:59:58.507863,2024-01-11 21:48:00.775096
17,0.47215212890335706,"{'model': 'cnn', 'batch_size': 128, 'image_input_size': 6, 'transform': 'GAF'}",2024-01-11 21:48:00.776173,2024-01-11 22:07:19.209561
18,0.5009044025894812,"{'model': 'efficientnet', 'batch_size': 16, 'image_input_size': 24, 'transform': 'GAF'}",2024-01-11 22:07:19.210609,2024-01-12 10:46:41.300853
19,0.46369477390678354,"{'model': 'resnet', 'batch_size': 16, 'image_input_size': 12, 'transform': 'GAF'}",2024-01-12 10:46:41.302003,2024-01-12 18:15:54.375553
20,0.5224646513156538,"{'model': 'cnn', 'batch_size': 128, 'image_input_size': 24, 'transform': 'GAF'}",2024-01-12 18:15:54.376678,2024-01-12 18:23:50.905629
21,0.4403934921071092,"{'model': 'resnet', 'batch_size': 32, 'image_input_size': 12, 'transform': 'GAF'}",2024-01-12 18:23:50.906722,2024-01-12 20:19:53.641908
22,0.6563279899558758,"{'model': 'efficientnet', 'batch_size': 16, 'image_input_size': 12, 'transform': 'MTF'}",2024-01-12 20:19:53.642943,2024-01-12 23:05:00.612092
23,0.4641960715476048,"{'model': 'resnet', 'batch_size': 32, 'image_input_size': 6, 'transform': 'GAF'}",2024-01-12 23:05:00.613117,2024-01-13 01:06:02.594080
24,0.49559783195901475,"{'model': 'cnn', 'batch_size': 16, 'image_input_size': 12, 'transform': 'GAF'}",2024-01-13 01:06:02.595108,2024-01-13 01:46:23.390285
25,0.6560665523205217,"{'model': 'resnet', 'batch_size': 16, 'image_input_size': 18, 'transform': 'MTF'}",2024-01-13 01:46:23.391195,2024-01-13 03:00:25.007645
26,0.6555471485608211,"{'model': 'cnn', 'batch_size': 128, 'image_input_size': 18, 'transform': 'MTF'}",2024-01-13 03:00:25.008807,2024-01-13 03:02:22.050025
27,0.6557242294530736,"{'model': 'efficientnet', 'batch_size': 64, 'image_input_size': 12, 'transform': 'MTF'}",2024-01-13 03:02:22.051002,2024-01-13 03:45:11.759676
28,0.3800182123286546,"{'model': 'resnet', 'batch_size': 128, 'image_input_size': 18, 'transform': 'GAF'}",2024-01-13 03:45:11.760652,2024-01-13 04:13:06.126222
29,0.5228552946602919,"{'model': 'cnn', 'batch_size': 32, 'image_input_size': 24, 'transform': 'GAF'}",2024-01-13 04:13:06.127275,2024-01-13 04:31:35.384206
