number,value,params,datetime_start,datetime_complete
0,0.02183271539910567,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 32, 'kernel_size_0': 2, 'kernel_size_1': 2, 'activation': 'relu', 'batch_size': 128}",2024-03-24 17:29:18.537410,2024-03-24 17:52:25.816851
1,0.03690140779246054,"{'n_layers': 1, 'out_channels_0': 32, 'kernel_size_0': 3, 'activation': 'softsign', 'batch_size': 128}",2024-03-24 17:52:25.819106,2024-03-24 18:10:18.256597
2,0.028776629089541893,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 16, 'kernel_size_0': 2, 'kernel_size_1': 2, 'activation': 'tanh', 'batch_size': 16}",2024-03-24 18:10:18.258662,2024-03-24 20:53:32.114889
3,0.018623300617068916,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 32, 'out_channels_2': 32, 'kernel_size_0': 2, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'relu', 'batch_size': 64}",2024-03-24 20:53:32.116786,2024-03-24 21:58:50.533165
4,0.024761106409854093,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 64, 'kernel_size_0': 4, 'kernel_size_1': 4, 'activation': 'softsign', 'batch_size': 128}",2024-03-24 21:58:50.535150,2024-03-24 22:26:13.197479
5,0.02531660760975816,"{'n_layers': 2, 'out_channels_0': 8, 'out_channels_1': 32, 'kernel_size_0': 2, 'kernel_size_1': 4, 'activation': 'tanh', 'batch_size': 64}",2024-03-24 22:26:13.199556,2024-03-24 23:12:39.711942
6,0.027106102444550265,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 32, 'kernel_size_0': 3, 'kernel_size_1': 2, 'activation': 'tanh', 'batch_size': 64}",2024-03-24 23:12:39.713968,2024-03-24 23:58:24.240472
7,0.0205834448900683,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 8, 'out_channels_2': 16, 'kernel_size_0': 2, 'kernel_size_1': 2, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 128}",2024-03-24 23:58:24.242440,2024-03-25 00:26:46.809143
8,0.026678119191405322,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 4, 'out_channels_2': 64, 'kernel_size_0': 2, 'kernel_size_1': 4, 'kernel_size_2': 3, 'activation': 'softsign', 'batch_size': 64}",2024-03-25 00:26:46.811124,2024-03-25 01:31:38.628059
9,0.025186268153106033,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 16, 'kernel_size_0': 3, 'kernel_size_1': 4, 'activation': 'tanh', 'batch_size': 128}",2024-03-25 01:31:38.630055,2024-03-25 01:55:44.890849
10,0.03257320541084365,"{'n_layers': 1, 'out_channels_0': 64, 'kernel_size_0': 4, 'activation': 'relu', 'batch_size': 64}",2024-03-25 01:55:44.892747,2024-03-25 02:22:14.524044
11,0.03978353663257647,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 3, 'activation': 'relu', 'batch_size': 32}",2024-03-25 02:22:14.526027,2024-03-25 03:16:50.002693
12,0.030892024916146794,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 8, 'kernel_size_0': 3, 'kernel_size_1': 4, 'activation': 'softsign', 'batch_size': 16}",2024-03-25 03:16:50.004599,2024-03-25 06:35:27.856611
13,0.03103761234167598,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 4, 'kernel_size_0': 3, 'kernel_size_1': 2, 'activation': 'relu', 'batch_size': 64}",2024-03-25 06:35:27.858571,2024-03-25 07:19:37.575917
14,0.023402453619627138,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 4, 'out_channels_2': 16, 'kernel_size_0': 3, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 64}",2024-03-25 07:19:37.577867,2024-03-25 08:14:38.298051
15,0.038012075879711046,"{'n_layers': 1, 'out_channels_0': 32, 'kernel_size_0': 2, 'activation': 'relu', 'batch_size': 32}",2024-03-25 08:14:38.300009,2024-03-25 09:08:14.870936
16,0.0210064548213916,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 32, 'kernel_size_0': 3, 'kernel_size_1': 2, 'activation': 'relu', 'batch_size': 128}",2024-03-25 09:08:14.872869,2024-03-25 09:33:50.733268
17,0.03297353036946317,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 64, 'out_channels_2': 8, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'tanh', 'batch_size': 16}",2024-03-25 09:33:50.735288,2024-03-25 13:27:56.445760
18,0.020678854533819416,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 8, 'out_channels_2': 8, 'kernel_size_0': 2, 'kernel_size_1': 2, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 128}",2024-03-25 13:27:56.447748,2024-03-25 13:56:06.150497
19,0.03361912092615882,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 8, 'kernel_size_0': 3, 'kernel_size_1': 3, 'activation': 'softsign', 'batch_size': 32}",2024-03-25 13:56:06.152484,2024-03-25 15:19:40.873774
20,0.023742423412988753,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 16, 'out_channels_2': 32, 'kernel_size_0': 4, 'kernel_size_1': 2, 'kernel_size_2': 3, 'activation': 'relu', 'batch_size': 32}",2024-03-25 15:19:40.875760,2024-03-25 16:58:11.543561
21,0.03161804051237273,"{'n_layers': 1, 'out_channels_0': 8, 'kernel_size_0': 4, 'activation': 'relu', 'batch_size': 128}",2024-03-25 16:58:11.545534,2024-03-25 17:14:38.627028
22,0.028293956339359997,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 16, 'kernel_size_0': 2, 'kernel_size_1': 3, 'activation': 'tanh', 'batch_size': 16}",2024-03-25 17:14:38.628935,2024-03-25 19:57:32.803793
23,0.043073807383427934,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 3, 'activation': 'tanh', 'batch_size': 32}",2024-03-25 19:57:32.805766,2024-03-25 20:51:29.339884
24,0.024613726365679718,"{'n_layers': 3, 'out_channels_0': 4, 'out_channels_1': 8, 'out_channels_2': 32, 'kernel_size_0': 4, 'kernel_size_1': 2, 'kernel_size_2': 4, 'activation': 'tanh', 'batch_size': 128}",2024-03-25 20:51:29.341808,2024-03-25 21:20:38.804413
25,0.020110618413151322,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 32, 'out_channels_2': 4, 'kernel_size_0': 3, 'kernel_size_1': 2, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 64}",2024-03-25 21:20:38.806499,2024-03-25 22:15:39.399029
26,0.02606954051252368,"{'n_layers': 2, 'out_channels_0': 8, 'out_channels_1': 64, 'kernel_size_0': 4, 'kernel_size_1': 2, 'activation': 'tanh', 'batch_size': 128}",2024-03-25 22:15:39.400979,2024-03-25 22:39:20.764961
27,0.03439845665983319,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 16, 'out_channels_2': 4, 'kernel_size_0': 3, 'kernel_size_1': 3, 'kernel_size_2': 4, 'activation': 'tanh', 'batch_size': 16}",2024-03-25 22:39:20.766979,2024-03-26 01:52:14.141916
28,0.037338265491545244,"{'n_layers': 1, 'out_channels_0': 8, 'kernel_size_0': 2, 'activation': 'relu', 'batch_size': 32}",2024-03-26 01:52:14.143979,2024-03-26 02:46:22.377720
29,0.027467121837474913,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 64, 'kernel_size_0': 4, 'kernel_size_1': 3, 'activation': 'tanh', 'batch_size': 128}",2024-03-26 02:46:22.379627,2024-03-26 03:09:23.928287
30,0.02018057312890581,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 64, 'kernel_size_0': 3, 'kernel_size_1': 3, 'activation': 'relu', 'batch_size': 128}",2024-03-26 03:09:23.930310,2024-03-26 03:33:42.639731
31,0.037338265491545244,"{'n_layers': 1, 'out_channels_0': 8, 'kernel_size_0': 2, 'activation': 'relu', 'batch_size': 32}",2024-03-26 03:33:42.641642,2024-03-26 04:27:48.570491
32,0.028852738628811152,"{'n_layers': 2, 'out_channels_0': 16, 'out_channels_1': 4, 'kernel_size_0': 3, 'kernel_size_1': 2, 'activation': 'softsign', 'batch_size': 128}",2024-03-26 04:27:48.572451,2024-03-26 04:53:11.961902
