number,value,params,datetime_start,datetime_complete
35,0.04193966096521141,"{'n_layers': 1, 'out_channels_0': 64, 'kernel_size_0': 4, 'activation': 'softsign', 'batch_size': 32}",2024-03-26 08:54:34.282257,2024-03-26 10:04:36.636756
36,0.0236234207744574,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 16, 'out_channels_2': 16, 'kernel_size_0': 3, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 16}",2024-03-26 10:04:36.638696,2024-03-26 13:20:36.897306
37,0.022646637899914297,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 16, 'out_channels_2': 16, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'relu', 'batch_size': 32}",2024-03-26 13:20:36.899337,2024-03-26 14:57:40.565566
38,0.03815552845888351,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 64, 'kernel_size_0': 4, 'kernel_size_1': 3, 'activation': 'softsign', 'batch_size': 16}",2024-03-26 14:57:40.567602,2024-03-26 17:48:08.996970
39,0.04161508432830652,"{'n_layers': 1, 'out_channels_0': 64, 'kernel_size_0': 3, 'activation': 'tanh', 'batch_size': 32}",2024-03-26 17:48:08.999002,2024-03-26 18:53:47.947871
40,0.03994759820215263,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 3, 'activation': 'relu', 'batch_size': 32}",2024-03-26 18:53:47.949845,2024-03-26 19:46:57.582636
41,0.026354695445639592,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 4, 'out_channels_2': 16, 'kernel_size_0': 4, 'kernel_size_1': 3, 'kernel_size_2': 3, 'activation': 'relu', 'batch_size': 32}",2024-03-26 19:46:57.584617,2024-03-26 21:35:53.544502
42,0.041149207795654605,"{'n_layers': 1, 'out_channels_0': 64, 'kernel_size_0': 4, 'activation': 'relu', 'batch_size': 16}",2024-03-26 21:35:53.546536,2024-03-26 23:44:44.941321
43,0.023391185826937774,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 32, 'out_channels_2': 8, 'kernel_size_0': 2, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'tanh', 'batch_size': 128}",2024-03-26 23:44:44.943298,2024-03-27 00:17:51.298015
44,0.027362702208141274,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 4, 'out_channels_2': 8, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'tanh', 'batch_size': 64}",2024-03-27 00:17:51.299995,2024-03-27 01:12:47.423585
45,0.030740563284176098,"{'n_layers': 1, 'out_channels_0': 16, 'kernel_size_0': 3, 'activation': 'relu', 'batch_size': 128}",2024-03-27 01:12:47.425907,2024-03-27 01:28:31.852938
46,0.024913610905964466,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 64, 'kernel_size_0': 2, 'kernel_size_1': 4, 'activation': 'tanh', 'batch_size': 128}",2024-03-27 01:28:31.854934,2024-03-27 01:51:25.888834
