number,value,params,datetime_start,datetime_complete
0,0.03383243359722096,"{'n_layers': 1, 'out_channels_0': 8, 'kernel_size_0': 3, 'activation': 'relu', 'batch_size': 64}",2024-03-24 17:29:16.086962,2024-03-24 17:57:06.428807
1,0.038007052880615136,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 2, 'activation': 'tanh', 'batch_size': 64}",2024-03-24 17:57:06.431002,2024-03-24 18:34:00.871744
2,0.05284759889091037,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 2, 'activation': 'softsign', 'batch_size': 16}",2024-03-24 18:34:00.873599,2024-03-24 20:33:45.941724
3,0.03293440723978602,"{'n_layers': 1, 'out_channels_0': 32, 'kernel_size_0': 4, 'activation': 'tanh', 'batch_size': 128}",2024-03-24 20:33:45.943643,2024-03-24 20:51:03.789985
4,0.04125577651470376,"{'n_layers': 1, 'out_channels_0': 64, 'kernel_size_0': 4, 'activation': 'softsign', 'batch_size': 16}",2024-03-24 20:51:03.791937,2024-03-24 23:13:02.375689
5,0.022680252094969003,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 64, 'out_channels_2': 8, 'kernel_size_0': 4, 'kernel_size_1': 3, 'kernel_size_2': 3, 'activation': 'softsign', 'batch_size': 128}",2024-03-24 23:13:02.377523,2024-03-24 23:45:42.245113
6,0.030584047766830595,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 8, 'out_channels_2': 8, 'kernel_size_0': 4, 'kernel_size_1': 2, 'kernel_size_2': 2, 'activation': 'tanh', 'batch_size': 32}",2024-03-24 23:45:42.247109,2024-03-25 01:21:22.212926
7,0.03226244254901624,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 16, 'out_channels_2': 64, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'softsign', 'batch_size': 16}",2024-03-25 01:21:22.214940,2024-03-25 05:24:10.998553
8,0.024937825023557438,"{'n_layers': 3, 'out_channels_0': 4, 'out_channels_1': 64, 'out_channels_2': 8, 'kernel_size_0': 4, 'kernel_size_1': 3, 'kernel_size_2': 3, 'activation': 'softsign', 'batch_size': 128}",2024-03-25 05:24:11.000482,2024-03-25 05:57:56.958274
9,0.03565246934115864,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 8, 'kernel_size_0': 2, 'kernel_size_1': 3, 'activation': 'tanh', 'batch_size': 16}",2024-03-25 05:57:56.960340,2024-03-25 08:36:22.038354
10,0.04455893425472336,"{'n_layers': 1, 'out_channels_0': 8, 'kernel_size_0': 2, 'activation': 'softsign', 'batch_size': 16}",2024-03-25 08:36:22.040280,2024-03-25 10:34:34.821114
11,0.02800656748062423,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 32, 'out_channels_2': 32, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'softsign', 'batch_size': 32}",2024-03-25 10:34:34.823074,2024-03-25 12:29:14.972528
12,0.03935568645849661,"{'n_layers': 1, 'out_channels_0': 32, 'kernel_size_0': 3, 'activation': 'softsign', 'batch_size': 64}",2024-03-25 12:29:14.974511,2024-03-25 12:59:50.989390
13,0.024958228168467364,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 8, 'out_channels_2': 64, 'kernel_size_0': 2, 'kernel_size_1': 2, 'kernel_size_2': 2, 'activation': 'tanh', 'batch_size': 64}",2024-03-25 12:59:50.991399,2024-03-25 14:00:43.707645
14,0.03929028236905148,"{'n_layers': 1, 'out_channels_0': 16, 'kernel_size_0': 2, 'activation': 'tanh', 'batch_size': 32}",2024-03-25 14:00:43.709674,2024-03-25 14:55:32.253386
15,0.03775854999678016,"{'n_layers': 1, 'out_channels_0': 16, 'kernel_size_0': 3, 'activation': 'tanh', 'batch_size': 64}",2024-03-25 14:55:32.255964,2024-03-25 15:24:04.780728
