number,value,params,datetime_start,datetime_complete
0,0.03667637935927632,"{'n_layers': 1, 'out_channels_0': 32, 'kernel_size_0': 3, 'activation': 'softsign', 'batch_size': 128}",2024-03-24 17:28:27.414670,2024-03-24 17:46:12.819983
1,0.0439716775177004,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 4, 'activation': 'softsign', 'batch_size': 64}",2024-03-24 17:46:12.822610,2024-03-24 18:15:56.065343
2,0.03148332772109224,"{'n_layers': 2, 'out_channels_0': 8, 'out_channels_1': 4, 'kernel_size_0': 4, 'kernel_size_1': 2, 'activation': 'tanh', 'batch_size': 64}",2024-03-24 18:15:56.067284,2024-03-24 18:53:03.067314
3,0.028868401783409152,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 64, 'out_channels_2': 8, 'kernel_size_0': 2, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'tanh', 'batch_size': 32}",2024-03-24 18:53:03.069257,2024-03-24 20:46:00.927361
4,0.029590220792448836,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 64, 'out_channels_2': 8, 'kernel_size_0': 4, 'kernel_size_1': 4, 'kernel_size_2': 2, 'activation': 'tanh', 'batch_size': 32}",2024-03-24 20:46:00.929297,2024-03-24 22:34:45.665033
5,0.039493976424033066,"{'n_layers': 1, 'out_channels_0': 32, 'kernel_size_0': 2, 'activation': 'relu', 'batch_size': 16}",2024-03-24 22:34:45.667031,2024-03-25 00:25:50.949369
6,0.034072174604921325,"{'n_layers': 2, 'out_channels_0': 16, 'out_channels_1': 32, 'kernel_size_0': 2, 'kernel_size_1': 3, 'activation': 'tanh', 'batch_size': 16}",2024-03-25 00:25:50.951357,2024-03-25 03:04:39.608684
7,0.032164459306686315,"{'n_layers': 2, 'out_channels_0': 16, 'out_channels_1': 4, 'kernel_size_0': 2, 'kernel_size_1': 3, 'activation': 'relu', 'batch_size': 16}",2024-03-25 03:04:39.610678,2024-03-25 05:35:28.489299
8,0.031946320800167946,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 4, 'kernel_size_0': 4, 'kernel_size_1': 3, 'activation': 'relu', 'batch_size': 128}",2024-03-25 05:35:28.491206,2024-03-25 05:58:52.796781
9,0.022148095116812927,"{'n_layers': 3, 'out_channels_0': 32, 'out_channels_1': 64, 'out_channels_2': 8, 'kernel_size_0': 2, 'kernel_size_1': 2, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 32}",2024-03-25 05:58:52.798796,2024-03-25 07:43:33.563249
10,0.028196621177517495,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 64, 'out_channels_2': 4, 'kernel_size_0': 4, 'kernel_size_1': 3, 'kernel_size_2': 2, 'activation': 'tanh', 'batch_size': 64}",2024-03-25 07:43:33.565207,2024-03-25 08:44:25.264268
11,0.03442493843059863,"{'n_layers': 1, 'out_channels_0': 64, 'kernel_size_0': 2, 'activation': 'tanh', 'batch_size': 128}",2024-03-25 08:44:25.266260,2024-03-25 09:02:24.687080
12,0.04754144628103149,"{'n_layers': 1, 'out_channels_0': 4, 'kernel_size_0': 4, 'activation': 'softsign', 'batch_size': 32}",2024-03-25 09:02:24.689014,2024-03-25 10:00:20.886948
13,0.025429964916374878,"{'n_layers': 2, 'out_channels_0': 16, 'out_channels_1': 8, 'kernel_size_0': 3, 'kernel_size_1': 3, 'activation': 'relu', 'batch_size': 64}",2024-03-25 10:00:20.888865,2024-03-25 10:37:32.563279
14,0.022400654921141523,"{'n_layers': 3, 'out_channels_0': 16, 'out_channels_1': 64, 'out_channels_2': 32, 'kernel_size_0': 2, 'kernel_size_1': 4, 'kernel_size_2': 4, 'activation': 'relu', 'batch_size': 32}",2024-03-25 10:37:32.565211,2024-03-25 12:27:12.803823
15,0.027702178984144527,"{'n_layers': 2, 'out_channels_0': 4, 'out_channels_1': 8, 'kernel_size_0': 2, 'kernel_size_1': 4, 'activation': 'tanh', 'batch_size': 64}",2024-03-25 12:27:12.805774,2024-03-25 13:12:55.008477
16,0.02886346123178421,"{'n_layers': 2, 'out_channels_0': 8, 'out_channels_1': 32, 'kernel_size_0': 3, 'kernel_size_1': 3, 'activation': 'relu', 'batch_size': 32}",2024-03-25 13:12:55.010488,2024-03-25 14:29:54.093023
17,0.033359575177474635,"{'n_layers': 3, 'out_channels_0': 8, 'out_channels_1': 8, 'out_channels_2': 4, 'kernel_size_0': 2, 'kernel_size_1': 3, 'kernel_size_2': 4, 'activation': 'tanh', 'batch_size': 16}",2024-03-25 14:29:54.095049,2024-03-25 17:26:18.949063
18,0.04034831114049857,"{'n_layers': 1, 'out_channels_0': 16, 'kernel_size_0': 4, 'activation': 'tanh', 'batch_size': 32}",2024-03-25 17:26:18.951116,2024-03-25 18:20:25.952365
19,0.028950147982865753,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 4, 'kernel_size_0': 3, 'kernel_size_1': 3, 'activation': 'softsign', 'batch_size': 64}",2024-03-25 18:20:25.954414,2024-03-25 19:09:26.152909
20,0.02789680555827561,"{'n_layers': 2, 'out_channels_0': 32, 'out_channels_1': 32, 'kernel_size_0': 4, 'kernel_size_1': 4, 'activation': 'softsign', 'batch_size': 64}",2024-03-25 19:09:26.154900,2024-03-25 19:53:35.138894
21,0.03244884744771555,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 4, 'kernel_size_0': 2, 'kernel_size_1': 4, 'activation': 'relu', 'batch_size': 16}",2024-03-25 19:53:35.140813,2024-03-25 22:40:48.805072
22,0.025574987526957076,"{'n_layers': 3, 'out_channels_0': 64, 'out_channels_1': 4, 'out_channels_2': 8, 'kernel_size_0': 4, 'kernel_size_1': 3, 'kernel_size_2': 2, 'activation': 'relu', 'batch_size': 64}",2024-03-25 22:40:48.807074,2024-03-25 23:34:02.861080
23,0.033559238063680275,"{'n_layers': 3, 'out_channels_0': 4, 'out_channels_1': 8, 'out_channels_2': 64, 'kernel_size_0': 4, 'kernel_size_1': 3, 'kernel_size_2': 4, 'activation': 'softsign', 'batch_size': 16}",2024-03-25 23:34:02.863104,2024-03-26 03:15:35.205087
24,0.04356590606166188,"{'n_layers': 1, 'out_channels_0': 8, 'kernel_size_0': 2, 'activation': 'softsign', 'batch_size': 32}",2024-03-26 03:15:35.207130,2024-03-26 04:13:28.446381
25,0.025246553078588068,"{'n_layers': 2, 'out_channels_0': 64, 'out_channels_1': 64, 'kernel_size_0': 2, 'kernel_size_1': 2, 'activation': 'softsign', 'batch_size': 128}",2024-03-26 04:13:28.448288,2024-03-26 04:41:56.051620
26,0.025986548943448668,"{'n_layers': 2, 'out_channels_0': 16, 'out_channels_1': 32, 'kernel_size_0': 4, 'kernel_size_1': 4, 'activation': 'relu', 'batch_size': 32}",2024-03-26 04:41:56.053582,2024-03-26 06:00:42.934945
