number,value,params,datetime_start,datetime_complete
42,0.036813749917985875,"{'batch_size': 256, 'n_layers': 5, 'n_units_l0': 70, 'n_units_l1': 70, 'n_units_l2': 100, 'n_units_l3': 70, 'n_units_l4': 50, 'dropout': 0.05, 'activation': 'tanh'}",2024-03-20 22:03:09.983914,2024-03-20 22:13:59.733469
43,0.6461006013651461,"{'batch_size': 32, 'n_layers': 13, 'n_units_l0': 80, 'n_units_l1': 60, 'n_units_l2': 100, 'n_units_l3': 70, 'n_units_l4': 70, 'n_units_l5': 30, 'n_units_l6': 80, 'n_units_l7': 60, 'n_units_l8': 60, 'n_units_l9': 80, 'n_units_l10': 50, 'n_units_l11': 40, 'n_units_l12': 100, 'dropout': 0.03, 'activation': 'softsign'}",2024-03-20 22:13:59.734439,2024-03-20 22:33:49.186917
44,0.0333854827228772,"{'batch_size': 64, 'n_layers': 5, 'n_units_l0': 100, 'n_units_l1': 80, 'n_units_l2': 60, 'n_units_l3': 70, 'n_units_l4': 90, 'dropout': 0.01, 'activation': 'softsign'}",2024-03-20 22:33:49.187934,2024-03-20 23:17:26.801458
45,0.021404810538995886,"{'batch_size': 256, 'n_layers': 8, 'n_units_l0': 70, 'n_units_l1': 90, 'n_units_l2': 40, 'n_units_l3': 90, 'n_units_l4': 80, 'n_units_l5': 100, 'n_units_l6': 50, 'n_units_l7': 60, 'dropout': 0.03, 'activation': 'relu'}",2024-03-20 23:17:26.802432,2024-03-20 23:29:33.393721
46,0.037681400758927265,"{'batch_size': 64, 'n_layers': 6, 'n_units_l0': 30, 'n_units_l1': 50, 'n_units_l2': 50, 'n_units_l3': 50, 'n_units_l4': 80, 'n_units_l5': 70, 'dropout': 0.03, 'activation': 'tanh'}",2024-03-20 23:29:33.394698,2024-03-21 00:06:56.606128
47,0.6460977270601858,"{'batch_size': 16, 'n_layers': 12, 'n_units_l0': 30, 'n_units_l1': 70, 'n_units_l2': 60, 'n_units_l3': 30, 'n_units_l4': 50, 'n_units_l5': 30, 'n_units_l6': 50, 'n_units_l7': 40, 'n_units_l8': 100, 'n_units_l9': 90, 'n_units_l10': 50, 'n_units_l11': 70, 'dropout': 0.05, 'activation': 'relu'}",2024-03-21 00:06:56.607116,2024-03-21 00:41:07.853836
48,0.040431724725839724,"{'batch_size': 32, 'n_layers': 6, 'n_units_l0': 30, 'n_units_l1': 30, 'n_units_l2': 30, 'n_units_l3': 100, 'n_units_l4': 70, 'n_units_l5': 30, 'dropout': 0.03, 'activation': 'softsign'}",2024-03-21 00:41:07.854870,2024-03-21 02:02:21.932435
49,0.03961590489820964,"{'batch_size': 32, 'n_layers': 5, 'n_units_l0': 40, 'n_units_l1': 60, 'n_units_l2': 100, 'n_units_l3': 30, 'n_units_l4': 70, 'dropout': 0.05, 'activation': 'tanh'}",2024-03-21 02:02:21.933433,2024-03-21 02:39:04.226540
50,0.03650766279214714,"{'batch_size': 256, 'n_layers': 5, 'n_units_l0': 70, 'n_units_l1': 90, 'n_units_l2': 40, 'n_units_l3': 50, 'n_units_l4': 60, 'dropout': 0.01, 'activation': 'tanh'}",2024-03-21 02:39:04.227525,2024-03-21 02:48:06.729161
51,0.03803033643682788,"{'batch_size': 32, 'n_layers': 8, 'n_units_l0': 40, 'n_units_l1': 100, 'n_units_l2': 90, 'n_units_l3': 90, 'n_units_l4': 50, 'n_units_l5': 50, 'n_units_l6': 90, 'n_units_l7': 70, 'dropout': 0.05, 'activation': 'tanh'}",2024-03-21 02:48:06.730135,2024-03-21 03:51:22.109968
